,asin,l2_category
508,afa9529e79a02cefba94961ad584fe9a,garden
509,2e83845efbcdc0833f1e57d3ce6ba494,beauty
510,5ad420714fd261cff6fa39514488a152,garden
511,49ed8199f61752031dd320face497000,pet care
512,0572a115bc082c27835bd97db68245b5,entertainment
513,90cffabf5695bdb0c6ab45ee3407e911,wellness
514,b1a99c478264984a20a67ec9679a617f,pet care
515,b66da3b4da6ea9f7ecab6bd584f45ffe,entertainment
516,332e3562f6fc0b0f99bc10f3f5c2f58f,entertainment
517,db1f13669ed65df1b635cea9ae21edf4,beauty
518,8f978db4e9efe999f35aca8e05ab38c8,pet care
519,f4798ace0d967b51b7a50742dc02ad63,beauty
520,9a05fcb8f15a949658b82fd43af248ec,wellness
521,20fb5ec7d0d7eaa7a0b8c72767f429bf,wellness
522,5c295b865394b70221165443ce46a5f9,garden
523,1515521e0aa974fb7ed638e17f696e27,other
524,9616c930a490039df6f621d86813d4a6,garden
525,5a289891cfce0ef1ea305e83376e2b39,garden
526,787a211d6f9ed1a104cad631065efb2b,pet care
527,4304e4a43379111b7ad303e507819061,beauty
528,37ecfde7a993ae9b1d00352265d4659b,house
529,5075cd903bd0f667b3a9f2a014cd1ee0,garden
530,4a0a87024fba844ce818ea05e6d04ddd,beauty
531,db6a0af7cfc37e99b3b5370eaf7af29b,wellness
532,b26e81e72d37425b1449f14fe30c840b,house
533,10f8e03f831962ca900025d2846cc564,beauty
534,3c30db9f11e95ff6c14eba1578e16fb9,beauty
535,a99ff46491fedd51e97e36a1b653cfaa,wellness
536,e330a15fd8b2864f076180b71a406eda,beauty
537,4a59c1760692b51a2d56ee51b9b19356,wellness
538,eddf00140e89072af4449be8c1ea1f34,garden
539,c40b16e164464af924fec3bc3e205469,wellness
540,841c366a95d2f25c1152c3fb6ceb298b,house
541,2c6c880a5a986610829265be8dec10ff,garden
542,de7047665ce86fa9b945fe826bbf2511,wellness
543,abcae63a7f3ba1a3bbb8b439b9b1f5d3,wellness
544,2a1ec62fc549ca0d1ee098f1b9bf9831,beauty
545,cb3cb72c4224e62db19854ea62b4bf27,beauty
546,75711ea189a9c7b1c67b866a4f3907a6,wellness
547,2cc4e66d546be10a94a374f9f4f924ca,pet care
548,ace88beecba1b453ad1b55bee349ea91,garden
549,494301950af499e69fa26c7644288316,garden
550,0dab7ed64a82320cb2d11f413a108eb5,house
551,94197471349277a387f5b6f035cd8c44,garden
552,f1a1180ebe45d1ae08c53acc65ef5461,beauty
553,f592f7df4a39697d621bdce912572c02,pet care
554,3b27fe35b630d40160fa83f656c278d8,garden
555,3305c60753f139fd323e50fb8f445a4d,garden
556,28b948b505e12b45576cdc903c27038e,house
557,02ffd26ebce197557ba930151e94a4da,garden
558,25399752ec286dcfdbf0ccfec8408e22,house
559,05db8a9e0bda157d737c45072c2d0864,beauty
560,7ef128281cbfaf70a19315ccfb5ab0e2,pet care
561,4b31daf37f51993858212f7faa393790,house
562,0149e42b4f2d5a620c4efa216cee8426,beauty
563,e533f200687ce2e826e72af86806bdb1,pet care
564,678be4029744f64f98933743b511e353,spirits
565,93e6c691cb0bab10a9c87a567ca927e9,beauty
566,7f8f69145873d7e941622d5d85d90919,house
567,c4f04c4ff4335b3967bb548f0ba9f3c1,house
