,asin,date,Unnamed: 0,sales_rank,rating,ad_cost_eur,item_promotion_discount,forecasted_sales_rank,MAPE
120,4b31daf37f51993858212f7faa393790,2021-12-01,44490.5,156943,5.0,0.0,0.0,80169.49999999999,48.918078538067974
121,4d091a5a118398b9c4ebde2194de740d,2021-12-01,44607.5,251078,3.216666666666667,0.0,0.0,158905.3333333333,36.71076982717191
122,4d2427016c1c434b57a0d391c89cc2c9,2021-12-01,44712.5,277948,3.8,0.0,0.0,211634.52941176473,23.858229088978973
123,4f819727f0fcb538df39ad326fe51cf3,2021-12-01,44847.5,10007,4.156976744186046,62.0581488372093,1.861627906976744,14160.999999999996,41.51094234036171
124,500dcd34c33e27d6df207287e5dae669,2020-06-01,44928.5,2788000,,0.0,0.0,2915871.1999999993,4.586484935437563
125,5075cd903bd0f667b3a9f2a014cd1ee0,2021-12-01,45947.5,21911,4.1,1.1188909090909092,0.056818181818181816,35086.032926389445,60.12976553507118
126,508b41814c38ce00238255661205f6e4,2021-12-01,46482.0,167254,4.3,0.0,0.0,100107.69565217392,40.146307022747486
127,50ab794ae55cd0cd9b4bffd691e25218,2021-12-01,46981.0,106085,3.164127423822715,3.8364701754385964,0.3684210526315789,56096.857142857145,47.12083975787609
128,530fc3ccc0e1576b93046a4d7a9f5bac,2021-12-01,47830.5,123565,4.3,0.0,0.0,77059.52173913042,37.63644904371755
129,5381511456982fa84f822a294167ec7e,2021-12-01,48517.5,11562,3.940166666666667,5.65385,0.466,9269.802071313276,19.82527182742367
130,53818f37829947b4b1f7c07b0a91fd08,2021-01-01,48746.0,48320,4.28421052631579,0.020857142857142855,0.6428571428571429,56827.925537344185,17.607461790861308
131,54af3eca883270b1ce92f00b3d6a208d,2020-05-01,48805.5,1834512,,0.0,0.0,1427212.25,22.202076083448897
132,54ccc7823085512129375ff59c254818,2021-12-01,48871.0,140610,3.65,34.258737777777775,1.288888888888889,154528.49999999994,9.898655856624664
133,553a6074d8d2adc53cc4212774499a7a,2021-12-01,49356.5,172179,4.1,0.0,0.0,60428.611111111095,64.90361129341494
134,56927143b2e6ce8264afb755b12d2ad8,2020-05-01,49374.5,1446376,,0.0,0.0,1242934.5,14.06560258190125
135,56a1e5278277da7a0bc6bb9edd2288c1,2021-12-01,49545.5,204681,3.9,0.0,0.0,113790.4166666667,44.4059699402159
