asin,sales_channel,country,date,ad_cost_eur,ad_impressions,ad_clicks,ad_attributedconversions7d
46e7a065b80781b7db38730e074fd50e,AMAZON,DE,2021-02-01,0.1314,3908.96,1.86,0.0
664f944932acf7670b76efd443b2e842,AMAZON,DE,2020-12-01,115.8218,42120.32,204.60000000000002,14.0
435bcd4caf9e604d23d31ad6a6cf5fbb,AMAZON,DE,2021-11-01,43.4788,26194.08,106.02000000000001,26.0
94197471349277a387f5b6f035cd8c44,AMAZON,DE,2021-04-01,32.6164,10380.48,89.28,10.0
b956c3bb800c733fc07417af5c62b64d,AMAZON,DE,2020-11-01,8.4388,7122.72,20.46,0.0
5da1dbeaec6bc684d211a61c153cb275,AMAZON,DE,2020-12-01,92.2428,50358.88,284.58000000000004,26.0
06c00835d2d182c006ce2c37056851cb,AMAZON,DE,2020-07-01,2.4528,8368.8,11.16,
8aaede352cb3207045968ecd78982d3e,AMAZON,DE,2021-01-01,1117.0606,1324324.32,4047.36,100.0
259639879c8e98a584523de1def104bd,AMAZON,DE,2021-01-01,173.5794,112094.4,262.26,18.0
c4d09ed705397ac82912ca4a16f04140,AMAZON,DE,2021-01-01,127.6916,70269.76,212.04000000000002,14.0
fef81f9f061688c9a15ac5f450fb1707,AMAZON,DE,2021-02-01,0.5694,996.16,1.86,0.0
c27971df0f60cd0f66d0878444b6821a,AMAZON,DE,2020-12-01,0.6424,8449.76,14.88,0.0
4a1d92a1861545bf856cdbbce408075f,AMAZON,DE,2021-01-01,5.037,2518.56,11.16,0.0
8771b2e7af42b3b184681bfae1950ae8,AMAZON,DE,2021-05-01,113.223,78642.08,199.02,14.0
3c1d473b51eeef11cc43f11fda5169d7,AMAZON,DE,2021-08-01,0.6278,556.16,1.86,0.0
da6b606e97116e590a5e68db544b9881,AMAZON,DE,2021-12-01,57.1006,41939.04,193.44,20.0
11a8b750bca98cc1b4c052f9d39425cb,AMAZON,DE,2021-05-01,196.1364,67716.0,461.28000000000003,26.0
8771b2e7af42b3b184681bfae1950ae8,AMAZON,DE,2021-10-01,66.1672,8134.72,35.34,4.0
efe7d171aad31581e61749f742b86800,AMAZON,DE,2020-10-01,247.0466,267039.52,528.24,30.0
d6192b1cb7ac11a9ccfe1f7284bf5f23,AMAZON,DE,2020-12-01,3.4164,2810.72,11.16,8.0
ef9af66e42e9403a2f9f13b2909407eb,AMAZON,DE,2020-12-01,73.4234,41539.52,96.72,8.0
edd2ebaa1ad138ed0c14257e5a6aa220,AMAZON,DE,2020-07-01,2.3214,3160.96,16.740000000000002,
530fc3ccc0e1576b93046a4d7a9f5bac,AMAZON,DE,2020-07-01,15.578199999999999,35550.24,74.4,
be4ffe7deaa6e56f4fb1a099eaffdcbd,AMAZON,DE,2021-05-01,2556.7082,418281.6,2384.52,468.0
c9a0b85021f6e42775610ab2da9e93fc,AMAZON,DE,2020-09-01,0.3066,422.4,3.72,0.0
3b27fe35b630d40160fa83f656c278d8,AMAZON,DE,2020-08-01,520.0082,199983.52,1049.04,112.0
ef9af66e42e9403a2f9f13b2909407eb,AMAZON,DE,2021-11-01,53.187799999999996,38892.48,120.9,14.0
c685af0af33fc8f8e80894b91f073f4d,AMAZON,DE,2021-10-01,98.91499999999999,39029.76,321.78000000000003,28.0
6a9befe398cfd4ff8680fe4d06c4bb43,AMAZON,DE,2021-01-01,97.11919999999999,106096.32,401.76000000000005,18.0
61d57f90784adbf83d7bc0efed53cdfe,AMAZON,DE,2021-02-01,2.7447999999999997,4736.16,37.2,2.0
eea8202799875c227b4aa8541724301e,AMAZON,DE,2021-03-01,6.1904,13332.0,91.14,4.0
c9a0b85021f6e42775610ab2da9e93fc,AMAZON,DE,2021-02-01,1.4892,5383.84,20.46,0.0
c4261cb8f30cb06a8a2e2bac685579b9,AMAZON,DE,2021-01-01,10.774799999999999,64889.44,59.52,2.0
87dce4a4dbbac490d3ff580a9799e060,AMAZON,DE,2021-05-01,2801.2436000000002,197039.04,4179.42,386.0
c6d698a6a1e3c2c228aa8f3f0c25d4a7,AMAZON,DE,2021-09-01,250.3754,54162.24,403.62,70.0
92a0d1b39482d304608639a1e8494f1a,AMAZON,DE,2021-08-01,58.108,23281.28,221.34,26.0
efe7d171aad31581e61749f742b86800,AMAZON,DE,2021-01-01,380.0526,520954.72000000003,1143.9,76.0
68457f614e8e8600e39ddb8211d0fd75,AMAZON,DE,2021-01-01,0.1752,286.88,1.86,0.0
c961c72398cc90a182776c12f3b44bed,AMAZON,DE,2021-02-01,0.584,3611.52,11.16,0.0
508b41814c38ce00238255661205f6e4,AMAZON,DE,2021-07-01,0.4672,931.04,1.86,0.0
6a9eba4005689b16622c613840101f77,AMAZON,DE,2021-11-01,148.2484,67904.32,132.06,6.0
46c0de77332b21ebfcc06a0ac12cb9cd,AMAZON,DE,2020-09-01,83.95,62553.92,228.78,24.0
d6192b1cb7ac11a9ccfe1f7284bf5f23,AMAZON,DE,2021-12-01,0.9636,2244.0,7.44,2.0
3b27fe35b630d40160fa83f656c278d8,AMAZON,DE,2021-03-01,267.253,122135.2,340.38,18.0
b9b068acbcc8486da232717759551900,AMAZON,DE,2020-07-01,8.395,38925.92,50.220000000000006,
d6e45cf179316975aa519008692cec81,AMAZON,DE,2020-10-01,18.6296,18360.32,46.5,0.0
2c8806421618d2346fa94dfdf081a6b4,AMAZON,DE,2021-08-01,1271.8206,98889.12,1287.1200000000001,148.0
79f64a4ef668dea227b9394750ff524c,AMAZON,DE,2020-09-01,4.029599999999999,13332.0,13.020000000000001,0.0
13f6d586f2a69ff0a9b92ed71038b5e2,AMAZON,DE,2021-07-01,5.489599999999999,19493.76,18.6,0.0
67c1119e1207bb9c640724eb6b6b905d,AMAZON,DE,2021-05-01,460.1628,227937.6,593.34,42.0
3b27fe35b630d40160fa83f656c278d8,AMAZON,DE,2021-11-01,14.424800000000001,12869.12,39.06,6.0
a45adb685177b0e0a4a2a73b028b314c,AMAZON,DE,2021-03-01,814.3295999999999,222573.12,1058.3400000000001,188.0
4789c5d301b8b02fc023548ba1ed2580,AMAZON,DE,2021-03-01,58.8088,13168.32,89.28,6.0
5c295b865394b70221165443ce46a5f9,AMAZON,DE,2020-12-01,506.5032,438864.8,1488.0,150.0
e36161adbea453c8cc5b0c8be7ce4bff,AMAZON,DE,2021-10-01,3735.4246000000003,784442.56,4415.64,500.0
e19dd21e7d51f366dd22ef1fe1f82f08,AMAZON,DE,2021-07-01,13.198399999999998,17603.52,50.220000000000006,0.0
217156263ca5af5ec3038d66803d3812,AMAZON,DE,2021-11-01,55.23179999999999,55601.92,93.0,12.0
8d44b89df6260125bb193a76125dd709,AMAZON,DE,2021-01-01,0.1168,95.04,1.86,0.0
c8d03d6b5c1088bbc06e3e6c6919bb55,AMAZON,DE,2021-10-01,537.6158,136685.12,1056.48,172.0
0572a115bc082c27835bd97db68245b5,AMAZON,DE,2020-10-01,7.635800000000001,8706.72,74.4,2.0
508b41814c38ce00238255661205f6e4,AMAZON,DE,2021-02-01,4.7596,11373.12,35.34,4.0
81430954d86b3f6953e1720ceb5ef642,AMAZON,DE,2021-07-01,668.972,220755.04,652.86,60.0
018cd764d4b819f3ab1bbfd3562796f0,AMAZON,DE,2020-09-01,9.198,17239.2,44.64,0.0
8e15a2c5f6c5cfb3459532dc3a6a8955,AMAZON,DE,2021-11-01,1.5038,2353.12,5.58,0.0
c4d09ed705397ac82912ca4a16f04140,AMAZON,DE,2021-06-01,70.9122,30004.48,132.06,10.0
fd366f08deeee435446593f5d1e31daa,AMAZON,DE,2021-02-01,0.9782000000000001,2182.4,7.44,0.0
6f9d440dc8e9d74e1f49fd89a6eab084,AMAZON,DE,2020-08-01,30.251199999999997,13391.84,139.5,10.0
90cffabf5695bdb0c6ab45ee3407e911,AMAZON,DE,2020-12-01,0.073,6640.4800000000005,3.72,0.0
3339bccce0c1f45abbcdbd26f0dd66a4,AMAZON,DE,2020-08-01,0.2482,2775.52,1.86,0.0
756f53ccb716f0f9e6e4b37b194e6599,AMAZON,DE,2020-11-01,22.2504,96050.24,171.12,8.0
35abae40487988bec52d62ec707650b9,AMAZON,DE,2021-09-01,25.564600000000002,14768.16,76.26,10.0
76d80d847dd47804bda2b01d59be9848,AMAZON,DE,2021-02-01,1.7373999999999998,2131.36,11.16,0.0
c961c72398cc90a182776c12f3b44bed,AMAZON,DE,2021-07-01,1.0073999999999999,9565.6,14.88,0.0
ef9af66e42e9403a2f9f13b2909407eb,AMAZON,DE,2021-01-01,119.12140000000001,52520.16,180.42000000000002,24.0
60d9aeb476bc39f12dd990855337ca3b,AMAZON,DE,2021-01-01,0.6132,3741.76,9.3,0.0
de13519a9874a49aa65b8d27fafd2db4,AMAZON,DE,2020-11-01,0.3212,1427.36,3.72,0.0
a2e195b055bbfe32b3e69e8fd8893990,AMAZON,DE,2021-02-01,26.265399999999996,7721.12,52.080000000000005,0.0
8f58e0a2430817276e3ae9341f2fe3b8,AMAZON,DE,2020-07-01,0.8906,2719.2,11.16,
217156263ca5af5ec3038d66803d3812,AMAZON,DE,2020-12-01,13.2276,7289.92,13.020000000000001,2.0
8e15a2c5f6c5cfb3459532dc3a6a8955,AMAZON,DE,2021-05-01,34.2808,12374.56,61.38,2.0
5c295b865394b70221165443ce46a5f9,AMAZON,DE,2021-03-01,121.545,294942.56,522.6600000000001,42.0
8aaede352cb3207045968ecd78982d3e,AMAZON,DE,2021-03-01,898.6591999999999,1125762.8800000001,3100.6200000000003,62.0
9984d98f1771a67d0a75f074b042f8e3,AMAZON,DE,2021-06-01,12.672799999999999,18576.8,40.92,0.0
c685af0af33fc8f8e80894b91f073f4d,AMAZON,DE,2021-01-01,124.11460000000001,158208.16,623.1,72.0
d7aee11865a3b8d0a9154c97be436af5,AMAZON,DE,2021-10-01,382.885,71869.6,345.96000000000004,34.0
67c1119e1207bb9c640724eb6b6b905d,AMAZON,DE,2021-02-01,266.1726,230232.64,526.38,42.0
046337d6ee315bcc9ae6d7a7f2d49ee6,AMAZON,DE,2020-10-01,595.68,1494445.92,2814.1800000000003,114.0
6c699622d82bb9131dbd60e82f11b46f,AMAZON,DE,2021-06-01,139.8826,76276.64,204.60000000000002,14.0
28b948b505e12b45576cdc903c27038e,AMAZON,DE,2020-08-01,1.387,2103.2,22.32,4.0
259639879c8e98a584523de1def104bd,AMAZON,DE,2021-02-01,53.801,37646.4,113.46000000000001,12.0
f752f934a64a8cdcf33e77453d60ae78,AMAZON,DE,2021-06-01,1727.9392,520044.8,2723.04,220.0
d1b3aa1e44c209f28bec5f91ab49fe60,AMAZON,DE,2021-02-01,1007.2685999999999,1424501.76,4659.3,496.0
623d0c0f9a1c3323464be414efdb1a1e,AMAZON,DE,2021-05-01,968.2866,236600.32,1757.7,138.0
70cd4807798e5b1090416e3cbb025932,AMAZON,DE,2020-09-01,77.3216,20178.4,182.28,14.0
508b41814c38ce00238255661205f6e4,AMAZON,DE,2021-03-01,4.0442,8263.2,24.18,4.0
81430954d86b3f6953e1720ceb5ef642,AMAZON,DE,2021-10-01,32.6748,13092.64,33.480000000000004,8.0
4a1d92a1861545bf856cdbbce408075f,AMAZON,DE,2021-07-01,617.5362,234861.44,842.58,66.0
8978dafc35fffcc42df2c013181680ef,AMAZON,DE,2021-07-01,1151.575,132938.08,1285.26,94.0
4f819727f0fcb538df39ad326fe51cf3,AMAZON,DE,2021-10-01,158.0888,20438.88,167.4,38.0
48a1e905a7f04cc939c9d1821e32ccb0,AMAZON,DE,2021-04-01,29.346,66909.92,161.82000000000002,6.0
b22887a392da26d380ac9def596fcbca,AMAZON,DE,2021-03-01,0.7153999999999999,5271.2,3.72,0.0
5d95d046b893c7cbd2450ebf8cff4ec8,AMAZON,DE,2020-08-01,0.6278,410.08,5.58,0.0
4304e4a43379111b7ad303e507819061,AMAZON,DE,2021-12-01,321.7402,76556.48,513.36,60.0
cd207cfc8179fc55a14108943876c364,AMAZON,DE,2021-12-01,485.0412,27522.88,1075.0800000000002,150.0
2f084ad9f4f1ba6349c9e0fb5cfb72b2,AMAZON,DE,2021-04-01,0.3358,2817.76,1.86,0.0
c4261cb8f30cb06a8a2e2bac685579b9,AMAZON,DE,2021-02-01,3.5332,15347.2,16.740000000000002,0.0
94197471349277a387f5b6f035cd8c44,AMAZON,DE,2020-11-01,14.395599999999998,33348.48,27.900000000000002,2.0
15adb609af265e0031e30fedbf80bd8e,AMAZON,DE,2021-01-01,2.1315999999999997,3710.08,13.020000000000001,0.0
d2af308ee1c044f095b8d2fef42f6325,AMAZON,DE,2021-07-01,729.6204,196363.2,630.5400000000001,114.0
0f34262d4e999d15a6803613a3c27bd4,AMAZON,DE,2021-10-01,79.5116,11304.48,180.42000000000002,6.0
da6b606e97116e590a5e68db544b9881,AMAZON,DE,2021-05-01,36.0036,11352.0,59.52,4.0
55b16f9d51cc282c5c1400ad0407085f,AMAZON,DE,2020-07-01,7.562799999999999,15547.84,66.96000000000001,
a9194b821fa0f997598bf46ab2f9be6a,AMAZON,DE,2020-12-01,0.146,2103.2,1.86,0.0
06c00835d2d182c006ce2c37056851cb,AMAZON,DE,2020-11-01,252.7552,233238.72,398.04,24.0
28b948b505e12b45576cdc903c27038e,AMAZON,DE,2021-01-01,5.124599999999999,14055.36,89.28,2.0
9f525e01e6c3582fc55daa076d2b30c8,AMAZON,DE,2020-11-01,0.0876,2377.76,1.86,0.0
b4e1a098d99f271372efc8580838aab1,AMAZON,DE,2020-11-01,2.117,13705.12,16.740000000000002,2.0
28ac0773ce597664e6560c9db6ab8cba,AMAZON,DE,2020-11-01,61.0572,26744.96,156.24,4.0
17d064ed102e0e8f58072544165a2d99,AMAZON,DE,2021-08-01,1.46,4679.84,9.3,0.0
d6192b1cb7ac11a9ccfe1f7284bf5f23,AMAZON,DE,2021-03-01,4.4384,4297.92,14.88,0.0
c8d03d6b5c1088bbc06e3e6c6919bb55,AMAZON,DE,2020-08-01,1.2264,2918.08,7.44,0.0
3b27fe35b630d40160fa83f656c278d8,AMAZON,DE,2020-10-01,714.8452,186725.44,948.6,88.0
0ab136de529863e321d8ed035f7ec9bb,AMAZON,DE,2021-05-01,227.03,88557.92,303.18,40.0
e6b8f4a2fc05e7e58461e8e5925f6501,AMAZON,DE,2021-06-01,26.309199999999997,17256.8,141.36,2.0
b3338d00c6a087c8b2b58b88a6324c24,AMAZON,DE,2021-01-01,0.1606,864.16,5.58,0.0
be4ffe7deaa6e56f4fb1a099eaffdcbd,AMAZON,DE,2021-11-01,257.3542,100876.16,463.14000000000004,62.0
a9d860df1488d00f0866eb3af4c40f9b,AMAZON,DE,2020-11-01,2.5549999999999997,5985.76,11.16,0.0
dd29a58fc8b34d2645d2a2abc471dbf1,AMAZON,DE,2020-12-01,9.738199999999999,38771.04,48.36,0.0
8771b2e7af42b3b184681bfae1950ae8,AMAZON,DE,2021-11-01,8.9498,2261.6,14.88,4.0
05db8a9e0bda157d737c45072c2d0864,AMAZON,DE,2021-03-01,1297.9108,487502.4,2131.56,214.0
4a1d92a1861545bf856cdbbce408075f,AMAZON,DE,2021-09-01,114.7706,60130.4,167.4,16.0
075abc2603d26c0815d59289006a6611,AMAZON,DE,2021-07-01,24.381999999999998,37623.52,78.12,4.0
b22887a392da26d380ac9def596fcbca,AMAZON,DE,2020-10-01,1.4307999999999998,2641.76,9.3,0.0
c7c0844c7c9890dd1a8b14f720478188,AMAZON,DE,2020-12-01,11.5632,11161.92,22.32,2.0
1d35863ca70bfea4eace546bc49eaa61,AMAZON,DE,2020-08-01,3.1828000000000003,9484.64,29.76,0.0
689c0648a9b187ebf740e3b9b9cc08b8,AMAZON,DE,2020-12-01,80.227,17619.36,52.080000000000005,10.0
709316a1e4b812ed8ebada16527c704e,AMAZON,DE,2020-12-01,848.2891999999999,1013293.6,2310.1200000000003,152.0
142bd588161717c1981a3216d01bbb56,AMAZON,DE,2020-09-01,8.1468,11941.6,11.16,0.0
ff80f5b224e60f0ec42872a6311d988c,AMAZON,DE,2020-09-01,0.1898,3678.4,1.86,0.0
7d2eaf7117cf5bd8ffb55405fa28dbb6,AMAZON,DE,2020-10-01,73.05839999999999,73717.6,331.08000000000004,14.0
48018343acecd67b73ef00fbae0265e5,AMAZON,DE,2021-12-01,80.227,31771.52,148.8,26.0
d2fecb0a9b1dc7c6dd97cddba943877e,AMAZON,DE,2020-09-01,10.0594,6411.68,22.32,2.0
93338ebdc1272e4aff3f3c63910a901c,AMAZON,DE,2021-10-01,70.41579999999999,13726.24,46.5,0.0
752d4046810e0c543977f37ea5eb00b2,AMAZON,DE,2020-11-01,26.236199999999997,32660.32,89.28,2.0
cbb745144d03c48caa9ebe457a6dc8f6,AMAZON,DE,2021-03-01,0.3212,2066.2400000000002,1.86,0.0
c27971df0f60cd0f66d0878444b6821a,AMAZON,DE,2021-03-01,311.6078,48473.92,548.7,170.0
3339bccce0c1f45abbcdbd26f0dd66a4,AMAZON,DE,2021-01-01,0.6716,1562.88,7.44,0.0
acdfcce0b702d54be5310bb920497fbd,AMAZON,DE,2021-05-01,63.422399999999996,24932.16,520.8000000000001,8.0
046337d6ee315bcc9ae6d7a7f2d49ee6,AMAZON,DE,2020-07-01,382.00899999999996,139828.48,939.3000000000001,
ae37dd9e3cfc7bc8bd6df504dcfd7031,AMAZON,DE,2021-02-01,0.7884,6624.64,13.020000000000001,2.0
706ca30847e1476bcf01b17b512b8440,AMAZON,DE,2021-03-01,3.9128000000000003,6733.76,20.46,4.0
7cb563e4cf49a82f5d7e109d7ebbba40,AMAZON,DE,2020-08-01,9.052,5795.68,22.32,0.0
56a1e5278277da7a0bc6bb9edd2288c1,AMAZON,DE,2021-05-01,38.2374,15109.6,150.66,4.0
e23595fc2d41d78a2b4394c1cff5a755,AMAZON,DE,2020-09-01,0.365,4611.2,9.3,2.0
7e80cf62b0b26c68e87c8955656c01a2,AMAZON,DE,2021-08-01,5.4312000000000005,9173.12,39.06,16.0
59c6e17754641bb617837b5d30b21617,AMAZON,DE,2020-09-01,148.774,193123.04,450.12,34.0
d2af308ee1c044f095b8d2fef42f6325,AMAZON,DE,2021-11-01,213.744,49063.52,297.6,56.0
59c6e17754641bb617837b5d30b21617,AMAZON,DE,2020-11-01,380.11100000000005,575551.68,941.1600000000001,74.0
e23595fc2d41d78a2b4394c1cff5a755,AMAZON,DE,2021-01-01,0.0876,2073.28,3.72,0.0
13743a9b23cf7d2749cc2f4aace3f33d,AMAZON,DE,2021-01-01,4.6574,3440.8,27.900000000000002,0.0
9afff928540472828e5d9e76206bfb9b,AMAZON,DE,2021-04-01,103.92280000000001,139177.28,416.64000000000004,76.0
848978bb84b7094f389904ee1e72cb03,AMAZON,DE,2021-03-01,0.0292,410.08,1.86,0.0
841c366a95d2f25c1152c3fb6ceb298b,AMAZON,DE,2020-09-01,1.0366,5883.68,7.44,0.0
cc26bea555d906da54638c8708d56548,AMAZON,DE,2020-09-01,31.098,8199.84,50.220000000000006,10.0
4304e4a43379111b7ad303e507819061,AMAZON,DE,2020-11-01,189.0408,78024.32,455.70000000000005,48.0
7d2eaf7117cf5bd8ffb55405fa28dbb6,AMAZON,DE,2020-07-01,44.6614,88077.44,327.36,
5dca9010594d335e0d6dbe2b6b5ad1e7,AMAZON,DE,2020-10-01,0.4672,2171.84,9.3,0.0
