asin,l2_category
75711ea189a9c7b1c67b866a4f3907a6,wellness
2cc4e66d546be10a94a374f9f4f924ca,pet care
ace88beecba1b453ad1b55bee349ea91,garden
494301950af499e69fa26c7644288316,garden
0dab7ed64a82320cb2d11f413a108eb5,house
94197471349277a387f5b6f035cd8c44,garden
f1a1180ebe45d1ae08c53acc65ef5461,beauty
f592f7df4a39697d621bdce912572c02,pet care
3b27fe35b630d40160fa83f656c278d8,garden
3305c60753f139fd323e50fb8f445a4d,garden
28b948b505e12b45576cdc903c27038e,house
02ffd26ebce197557ba930151e94a4da,garden
25399752ec286dcfdbf0ccfec8408e22,house
05db8a9e0bda157d737c45072c2d0864,beauty
7ef128281cbfaf70a19315ccfb5ab0e2,pet care
4b31daf37f51993858212f7faa393790,house
0149e42b4f2d5a620c4efa216cee8426,beauty
e533f200687ce2e826e72af86806bdb1,pet care
678be4029744f64f98933743b511e353,spirits
93e6c691cb0bab10a9c87a567ca927e9,beauty
7f8f69145873d7e941622d5d85d90919,house
c4f04c4ff4335b3967bb548f0ba9f3c1,house
